Capture-Date,Name,Record,Height,Weight(lbs),Reach,Stance,DOB,Sig. Strikes Landed,Sig. Strikes Accuracy,Sig. Strikes Absorbed,Sig. Strike Defence,Take Down Averge,Take Down Accuracy,Take Down Defense,Submission Averge,
2020-06-25 23:34:24.124403,Brandon Gaines,5-21-0,6-3,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:24.366827,Travis Galbraith,18-7-0,6-0,170,,Orthodox,May 18 1981,2.21,40%,3.45,48%,1.33,25%,0%,1.3,
2020-06-25 23:34:24.613131,Dave Galera,5-1-0,5-11,135,,Orthodox,Jan 12 1978,1.67,69%,0.53,33%,0.00,0%,14%,2.0,
2020-06-25 23:34:24.941024,Zelg Galesic,11-9-0,6-2,185,,Orthodox,Feb 16 1979,4.86,62%,0.61,66%,1.30,100%,20%,1.3,
2020-06-25 23:34:25.208037,Mickey Gall,6-2-0,6-2,170,74,Switch,Jan 22 1992,2.22,43%,3.22,43%,1.50,38%,44%,2.7,
2020-06-25 23:34:25.322806,Daniel Gallemore,7-3-0,6-5,265,,,,3.10,41%,6.00,52%,0.00,0%,0%,0.0,
2020-06-25 23:34:25.556585,Tom Gallicchio,19-10-0,5-10,170,,Southpaw,Sep 23 1986,3.53,26%,7.07,43%,1.00,11%,0%,0.0,
2020-06-25 23:34:25.825958,Turrell Galloway,8-6-0,5-3,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:26.054177,Eric Galvan,0-0-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:26.311489,Andre Galvao,5-2-0,5-7,168,,Orthodox,Sep 29 1982,2.34,52%,1.56,58%,2.02,27%,0%,2.8,
2020-06-25 23:34:26.561173,Marcos Galvao,18-8-1,5-7,135,,Orthodox,Jun 23 1981,1.97,32%,3.86,61%,2.27,28%,88%,1.1,
2020-06-25 23:34:26.817790,Lucas Gamaza,8-4-0,,170,,,,7.57,31%,6.99,45%,0.00,0%,0%,0.0,
2020-06-25 23:34:27.122660,Joey Gambino,9-2-0,5-7,145,,Orthodox,Oct 26 1988,2.47,35%,2.53,51%,0.00,0%,42%,0.8,
2020-06-25 23:34:27.381318,Manvel Gamburyan,15-10-0 (1 NC),5-5,135,67,Orthodox,May 08 1981,2.13,41%,2.83,55%,3.26,34%,69%,0.7,
2020-06-25 23:34:27.804749,Shamil Gamzatov,14-0-0,6-2,205,76,Orthodox,Aug 09 1990,4.27,46%,2.13,58%,0.00,0%,50%,0.0,
2020-06-25 23:34:28.073390,Ariel Gandulla,7-9-0 (1 NC),5-11,205,,Orthodox,May 07 1968,1.95,23%,2.07,72%,1.88,66%,0%,0.0,
2020-06-25 23:34:28.368049,Ciryl Gane,6-0-0,6-4,245,81,Orthodox,Apr 12 1990,5.12,49%,2.09,73%,1.32,60%,100%,0.9,
2020-06-25 23:34:28.640127,Sean Gannon,2-1-0,6-3,265,,Southpaw,,0.00,0%,6.38,28%,0.00,0%,50%,0.0,
2020-06-25 23:34:28.862844,Eduardo Garagorri,13-1-0,5-9,145,70,Orthodox,May 28 1989,3.75,54%,2.22,60%,0.79,100%,53%,0.0,
2020-06-25 23:34:29.105539,Cody Garbrandt,12-3-0,5-8,135,65,Orthodox,Jul 07 1991,3.35,37%,3.33,65%,0.84,33%,100%,0.0,
2020-06-25 23:34:29.411541,Leonard Garcia,18-13-1,5-10,145,68,Orthodox,Jul 14 1979,2.77,24%,4.79,52%,0.30,26%,42%,0.5,
2020-06-25 23:34:29.769181,Edgar Garcia,14-5-0,5-10,170,71,Orthodox,Feb 22 1984,3.16,29%,4.23,60%,2.21,57%,50%,0.6,
2020-06-25 23:34:30.019232,Alejandro Garcia,14-10-0 (1 NC),5-7,145,,,,1.22,62%,1.14,65%,8.55,87%,66%,0.0,
2020-06-25 23:34:30.277648,Alex Garcia,15-6-0,5-9,170,72,Orthodox,Jul 14 1987,1.81,31%,3.03,59%,3.72,52%,66%,0.1,
2020-06-25 23:34:30.580503,Nick Garcia,8-3-0 (1 NC),5-4,125,,,,0.67,25%,3.03,50%,0.00,0%,83%,5.1,
2020-06-25 23:34:30.787574,Steve Garcia,11-4-0,6-0,155,75,Southpaw,May 22 1992,4.31,55%,2.52,36%,0.61,25%,100%,0.6,
2020-06-25 23:34:31.020137,Elias Garcia,6-2-0,5-5,125,67,Southpaw,Sep 13 1992,1.59,27%,5.05,50%,0.68,14%,33%,1.4,
2020-06-25 23:34:31.262958,Rulon Gardner,1-0-0,6-3,265,,Orthodox,Aug 16 1971,2.05,25%,1.45,60%,0.75,100%,100%,0.0,
2020-06-25 23:34:31.587990,David Gardner,18-21-0,5-11,155,,Orthodox,May 17 1977,0.17,100%,0.34,0%,0.00,0%,66%,0.0,
2020-06-25 23:34:31.846064,Pablo Garza,12-4-0,6-1,145,73,Orthodox,Sep 16 1983,3.37,44%,2.70,50%,0.94,25%,15%,1.3,
2020-06-25 23:34:32.176601,Azamat Gashimov,8-3-0,5-6,125,,Orthodox,Apr 07 1990,1.24,21%,4.75,53%,1.69,25%,0%,0.0,
2020-06-25 23:34:32.422561,Brian Gassaway,29-20-2 (1 NC),6-1,170,,Orthodox,Aug 07 1972,0.34,26%,3.65,44%,0.00,0%,42%,0.0,
2020-06-25 23:34:32.664589,Kelvin Gastelum,16-5-0 (1 NC),5-9,185,71,Southpaw,Oct 24 1991,3.75,43%,3.01,59%,0.80,35%,62%,0.1,
2020-06-25 23:34:33.031155,Willie Gates,12-7-0,5-8,125,72,Orthodox,Jan 21 1987,1.80,38%,4.28,38%,0.00,0%,67%,0.4,
2020-06-25 23:34:33.289486,Melissa Gatto,6-0-2,5-5,135,,Orthodox,Feb 05 1996,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:33.551036,Louis Gaudinot,8-4-0 (1 NC),5-3,125,63,Orthodox,Aug 28 1984,2.34,37%,6.42,48%,0.57,40%,31%,1.1,
2020-06-25 23:34:33.830384,Charlene Gellner,0-4-0,5-2,125,,,,2.01,42%,3.24,43%,0.00,0%,0%,1.7,
2020-06-25 23:34:34.093995,Chad George,16-8-0,5-6,135,68,Southpaw,Apr 30 1982,1.26,50%,1.11,65%,3.08,46%,0%,1.3,
2020-06-25 23:34:34.377301,Paul Georgieff,6-2-0,6-2,170,,Orthodox,Sep 22 1982,2.55,40%,2.34,35%,0.00,0%,0%,0.0,
2020-06-25 23:34:34.633048,Brian Geraghty,26-18-1,5-7,155,,Orthodox,Nov 04 1980,0.47,25%,9.77,36%,0.00,0%,50%,0.0,
2020-06-25 23:34:34.879267,Derek Getzel,8-5-0,6-0,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:35.176115,Karine Gevorgyan,3-3-0,5-4,125,63,,Mar 09 1989,1.20,20%,1.80,76%,0.00,0%,0%,0.0,
2020-06-25 23:34:35.419399,Darrel Gholar,5-6-0,5-8,194,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:35.693538,Tiki Ghosn,10-7-1,5-10,170,,Orthodox,Feb 09 1977,2.78,46%,2.94,58%,0.41,50%,61%,0.0,
2020-06-25 23:34:36.018125,Christos Giagos,17-8-0,5-10,155,71,Orthodox,Jan 23 1990,3.05,40%,2.73,49%,2.74,42%,50%,0.4,
2020-06-25 23:34:36.295791,Joe Giannetti,6-1-0,6-0,155,74,Southpaw,Jul 05 1995,1.93,38%,2.80,40%,1.00,16%,0%,0.0,
2020-06-25 23:34:36.514663,Nick Gibbons,2-1-0,5-10,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:36.757637,James Giboo,13-5-0,5-11,170,,Orthodox,Jan 06 1978,1.20,27%,7.08,39%,0.00,0%,0%,0.0,
2020-06-25 23:34:36.993790,Lance Gibson,4-5-0,5-9,185,,Orthodox,Nov 20 1970,1.21,75%,6.44,20%,0.00,0%,0%,0.0,
2020-06-25 23:34:37.226793,Lee Gibson,12-4-0,5-7,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:37.476397,Cody Gibson,15-7-0,5-10,135,71,Orthodox,Sep 11 1987,2.47,31%,2.54,63%,1.85,38%,58%,0.4,
2020-06-25 23:34:37.760108,Kenny Giddens,12-7-0,5-11,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:37.986278,Thomas Gifford,14-9-0 (2 NC),6-1,155,75,Orthodox,Jul 26 1992,3.97,37%,6.45,37%,0.50,33%,33%,0.0,
2020-06-25 23:34:38.232616,Joseph Gigliotti,7-2-0,5-11,185,,Orthodox,Aug 13 1993,1.04,39%,2.92,45%,1.56,100%,50%,0.8,
2020-06-25 23:34:38.477859,Joey Gilbert,2-3-0,5-11,155,,Orthodox,Jun 05 1976,0.61,42%,4.44,31%,0.00,0%,0%,0.0,
2020-06-25 23:34:38.720971,Trevin Giles,12-2-0,6-0,185,74,Orthodox,Aug 06 1992,3.61,56%,1.75,63%,1.47,100%,73%,0.2,
2020-06-25 23:34:38.988706,Kultar Gill,12-8-0,6-0,154,,Orthodox,Mar 24 1979,1.14,50%,0.40,41%,1.71,66%,38%,0.0,
2020-06-25 23:34:39.255148,Jesse Gillespie,3-2-0,,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:39.541760,Gregor Gillespie,13-1-0,5-7,155,71,Orthodox,Nov 13 1986,3.58,49%,2.14,60%,7.02,47%,0%,0.9,
2020-06-25 23:34:39.844914,Jason Gilliam,14-9-0,6-0,170,,Orthodox,,0.79,33%,3.14,42%,0.00,0%,0%,0.0,
2020-06-25 23:34:40.092158,Krishaun Gilmore,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:40.362370,Alex Gilpin,11-1-0,5-7,145,,Orthodox,Mar 26 1992,6.80,54%,12.29,42%,2.17,25%,0%,2.2,
2020-06-25 23:34:40.584049,Bob Gilstrap,5-7-0,6-3,200,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:40.828454,Demetrius Gioulacos,0-1-0,5-11,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:41.050222,Billy Giovanella,9-5-0,5-8,125,,,Aug 20 1985,1.27,40%,2.02,52%,0.87,12%,100%,1.7,
2020-06-25 23:34:41.263356,He-Man Gipson,1-2-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:41.486049,Israel Giron,19-5-0,5-8,155,,,Jan 16 1974,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:41.700468,Brandon Girtz,14-7-0,5-7,155,,,Mar 06 1985,2.50,60%,1.92,47%,5.76,100%,100%,0.0,
2020-06-25 23:34:41.937490,Jason Glaza,3-2-0,6-0,230,,,,4.34,54%,0.43,40%,4.34,100%,0%,4.3,
2020-06-25 23:34:42.190655,Mike Glenn,5-6-0,,205,,,Oct 09 1977,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:42.419533,Rick Glenn,21-6-1,6-0,145,70,Southpaw,Apr 12 1989,4.31,42%,4.29,53%,0.67,13%,66%,0.3,
2020-06-25 23:34:42.703196,Mark Godbeer,13-4-0,6-4,240,77,Orthodox,Nov 22 1983,3.97,53%,3.30,54%,0.00,0%,28%,0.0,
2020-06-25 23:34:42.956296,Clint Godfrey,13-3-0,5-6,135,,Southpaw,Oct 21 1982,0.57,31%,0.96,65%,0.85,25%,50%,0.0,
2020-06-25 23:34:43.225886,Jason Godsey,16-16-0,6-2,230,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:43.464304,Allan Goes,10-5-2,6-0,205,,Orthodox,Apr 20 1971,0.64,52%,1.35,41%,1.75,40%,0%,2.6,
2020-06-25 23:34:43.729896,Jonny Goh,3-4-0,5-11,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:43.960086,Hannah Goldy,5-1-0,5-4,125,61,Orthodox,May 18 1992,6.53,46%,3.90,55%,0.00,0%,66%,0.0,
2020-06-25 23:34:44.193782,Marcelo Golm,6-3-0,6-3,249,75,Orthodox,Sep 15 1992,4.27,58%,4.30,45%,0.45,50%,87%,0.5,
2020-06-25 23:34:44.441245,Sergio Gomez,10-3-0,5-6,155,,Orthodox,Apr 29 1982,1.50,42%,1.16,56%,2.57,66%,31%,0.0,
2020-06-25 23:34:44.720947,Frank Gomez,10-6-0,5-10,135,67,Orthodox,Mar 31 1986,1.52,48%,0.79,66%,1.14,60%,70%,0.8,
2020-06-25 23:34:44.974874,Alan Gomez,2-0-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:45.301777,David Gomez,1-2-0,,155,,,Aug 08 1983,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:45.556725,Ulysses Gomez,9-5-0,5-6,125,,Orthodox,May 25 1983,2.72,25%,3.57,68%,0.00,0%,0%,0.0,
2020-06-25 23:34:45.780947,Joey Gomez,7-1-0,5-10,155,,Orthodox,Aug 29 1989,2.93,35%,4.03,53%,1.15,37%,50%,0.0,
2020-06-25 23:34:46.046369,Luis Gomez,4-1-0,5-7,145,68,Orthodox,Jan 28 1995,1.57,33%,4.03,55%,4.48,50%,33%,0.0,
2020-06-25 23:34:46.302079,Silvana Gomez Juarez,6-2-0,5-3,125,,Orthodox,Jun 12 1984,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:46.586650,Takanori Gomi,35-14-0 (1 NC),5-7,155,70,Southpaw,Sep 22 1978,3.81,41%,3.52,60%,1.23,65%,63%,0.8,
2020-06-25 23:34:47.007838,Akihiro Gono,35-21-8,5-7,170,68,Switch,Oct 07 1974,2.18,48%,2.67,63%,1.01,84%,46%,0.5,
2020-06-25 23:34:47.337940,Gabriel Gonzaga,17-11-0,6-2,242,76,Orthodox,May 18 1979,2.12,45%,2.94,57%,2.80,39%,66%,1.1,
2020-06-25 23:34:47.714539,Justin Gonzales,6-0-0,5-9,145,72,Orthodox,Apr 28 1991,6.67,80%,0.87,43%,14.00,73%,100%,0.0,
2020-06-25 23:34:47.940638,Fernando Gonzalez,26-14-0,5-9,170,68,Southpaw,Sep 15 1983,4.47,47%,4.03,65%,0.86,33%,43%,1.4,
2020-06-25 23:34:48.200721,Nick Gonzalez,17-12-0 (1 NC),5-6,155,,Orthodox,Mar 03 1981,0.59,20%,2.35,33%,0.00,0%,50%,0.0,
2020-06-25 23:34:48.470856,Fabian Gonzalez,2-1-0,5-10,135,,,,3.90,48%,4.39,51%,0.00,0%,66%,0.0,
2020-06-25 23:34:48.696609,Lewis Gonzalez,11-3-0,5-10,170,,Orthodox,Sep 19 1987,1.40,37%,1.87,41%,2.00,33%,62%,0.0,
2020-06-25 23:34:48.921789,Jason Gonzalez,11-5-0,6-2,155,74,Southpaw,Feb 28 1990,3.06,39%,3.13,58%,0.00,0%,30%,1.0,
2020-06-25 23:34:49.186790,Pearl Gonzalez,6-3-0,5-4,115,,Orthodox,Aug 12 1986,2.23,37%,4.07,57%,1.04,11%,0%,0.5,
2020-06-25 23:34:49.432396,Kier Gooch,2-7-0,,155,,,Apr 21 1986,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:49.685090,Lyman Good,21-6-0 (1 NC),6-0,170,74,Orthodox,May 26 1985,5.34,48%,4.01,63%,0.27,100%,75%,0.0,
2020-06-25 23:34:49.963922,Gary Goodridge,23-22-1,6-3,249,,Orthodox,Jan 17 1966,1.84,56%,2.14,48%,0.40,100%,53%,0.8,
2020-06-25 23:34:50.415566,Jordan Goodwin,0-0-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:50.646616,Gerard Gordeau,2-2-0,6-5,216,,Orthodox,Mar 30 1959,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:50.958615,Eddie Gordon,8-4-0,6-0,185,76,Orthodox,Jul 22 1983,2.03,32%,2.57,60%,1.93,83%,63%,0.0,
2020-06-25 23:34:51.206580,Jared Gordon,15-4-0,5-9,155,68,Orthodox,Sep 06 1988,6.26,54%,3.90,58%,2.98,39%,57%,0.0,
2020-06-25 23:34:51.470194,Tebaris Gordon,3-1-0,6-1,265,,Orthodox,Jul 19 1988,3.53,16%,49.41,22%,0.00,0%,0%,0.0,
2020-06-25 23:34:51.688518,Alex Gorgees,6-1-0,6-2,155,74,Switch,Aug 11 1995,0.67,32%,2.27,38%,0.00,0%,54%,0.0,
2020-06-25 23:34:51.946571,Tim Gorman,9-4-0,5-5,135,,Southpaw,Apr 29 1983,2.73,31%,5.57,46%,1.00,9%,33%,0.0,
2020-06-25 23:34:52.211568,Chase Gormley,14-6-0 (1 NC),6-3,265,,Orthodox,,3.60,42%,6.03,44%,3.12,42%,0%,1.0,
2020-06-25 23:34:52.490634,Jonathan Goulet,23-12-0 (1 NC),6-0,170,73,Orthodox,Jul 13 1979,1.61,41%,2.01,46%,4.17,70%,45%,0.6,
2020-06-25 23:34:52.775818,Thibault Gouti,12-5-0,5-10,155,72,Orthodox,Feb 27 1987,3.68,34%,5.64,50%,1.23,80%,83%,0.3,
2020-06-25 23:34:53.058557,Wilson Gouveia,14-8-0,6-1,185,76,Orthodox,Oct 03 1978,3.02,39%,4.06,56%,0.90,66%,57%,2.2,
2020-06-25 23:34:53.395644,Todd Gouwenberg,9-5-0,6-1,205,,Orthodox,Sep 25 1974,0.52,23%,2.93,42%,1.57,33%,50%,0.0,
2020-06-25 23:34:53.654157,Hugo Govea,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:53.926456,Justin Governale,5-5-0,,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:54.153556,Damian Grabowski,20-5-0,6-1,241,75,Orthodox,May 12 1980,4.00,36%,7.65,51%,0.00,0%,0%,0.0,
2020-06-25 23:34:54.436769,Royce Gracie,15-2-3,6-1,175,,Southpaw,Dec 12 1966,0.88,41%,1.13,37%,0.00,0%,66%,0.8,
2020-06-25 23:34:54.871704,Crosley Gracie,2-2-0,5-9,190,,Orthodox,Jul 18 1979,1.69,37%,1.54,60%,3.46,85%,50%,0.6,
2020-06-25 23:34:55.162971,Daniel Gracie,5-4-1,6-2,225,,Orthodox,,1.90,38%,1.33,59%,0.36,100%,80%,2.1,
2020-06-25 23:34:55.465318,Ralph Gracie,6-1-0,5-9,183,,Orthodox,,0.86,37%,1.72,31%,0.00,0%,25%,4.0,
2020-06-25 23:34:55.718836,Renzo Gracie,13-7-1 (1 NC),5-10,185,,Orthodox,Mar 11 1967,1.71,41%,1.67,55%,1.13,20%,40%,0.8,
2020-06-25 23:34:56.023704,Rickson Gracie,11-0-0,5-10,185,,Switch,Nov 20 1958,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:56.303231,Rodrigo Gracie,6-2-1,6-0,183,,Orthodox,Apr 11 1975,1.34,51%,0.86,46%,1.49,50%,75%,0.4,
2020-06-25 23:34:56.569392,Royler Gracie,5-5-1,5-8,150,,Southpaw,Dec 06 1965,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:56.822589,Ryan Gracie,5-2-0,5-9,200,,Orthodox,Aug 14 1974,0.82,61%,0.50,40%,2.83,75%,25%,0.9,
2020-06-25 23:34:57.099685,Ralek Gracie,3-1-0,6-2,210,,Orthodox,Oct 04 1985,1.61,46%,1.05,55%,2.50,75%,0%,1.7,
2020-06-25 23:34:57.348550,Rolles Gracie,8-4-0,6-4,242,,Orthodox,Jul 14 1978,2.30,32%,3.38,55%,2.30,10%,0%,0.0,
2020-06-25 23:34:57.572026,Cesar Gracie,0-1-0,5-10,181,,Orthodox,,0.00,0%,17.14,50%,0.00,0%,0%,0.0,
2020-06-25 23:34:57.818373,Roger Gracie,8-2-0,6-4,185,79,Orthodox,Sep 26 1981,1.78,35%,1.79,61%,1.87,53%,60%,1.9,
2020-06-25 23:34:58.076474,Igor Gracie,5-4-0,5-11,170,,,Feb 04 1980,1.86,60%,0.99,50%,3.72,50%,0%,3.7,
2020-06-25 23:34:58.331350,Neiman Gracie,6-0-0,6-0,170,,,,0.77,100%,0.38,75%,5.77,100%,0%,5.8,
2020-06-25 23:34:58.610640,Kron Gracie,5-1-0,5-9,145,70,Southpaw,Jul 11 1988,5.15,41%,8.13,53%,0.88,25%,0%,0.9,
2020-06-25 23:34:58.877773,Steven Graham,2-1-0,6-1,290,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:34:59.154295,Scott Graham,3-1-0,6-4,185,,Orthodox,,0.91,42%,2.27,28%,0.00,0%,0%,0.0,
2020-06-25 23:34:59.405831,Miranda Granger,7-1-0,5-7,125,68,Orthodox,Apr 13 1992,3.47,43%,3.37,64%,0.00,0%,0%,0.0,
2020-06-25 23:34:59.652879,TJ Grant,21-5-0,5-10,155,72,Orthodox,Feb 26 1984,3.95,54%,3.21,56%,1.63,43%,36%,0.6,
2020-06-25 23:34:59.956178,Davey Grant,11-4-0,5-8,135,69,Orthodox,Dec 18 1985,3.13,52%,1.68,65%,2.64,47%,64%,0.0,
2020-06-25 23:35:00.255122,Dwight Grant,10-2-0,6-1,170,76,Switch,Sep 14 1984,2.87,36%,1.92,71%,0.36,100%,78%,0.0,
2020-06-25 23:35:00.384135,Alexa Grasso,11-3-0,5-5,115,66,Orthodox,Aug 09 1993,5.25,41%,3.61,63%,0.19,33%,63%,0.6,
2020-06-25 23:35:00.669938,Tony Gravely,19-6-0,5-5,135,69,Orthodox,Sep 28 1991,3.94,59%,2.03,44%,4.77,66%,41%,1.2,
2020-06-25 23:35:00.915405,Michael Graves,6-0-1,5-10,170,71,Orthodox,Jan 08 1991,1.25,54%,1.47,58%,4.80,52%,66%,0.4,
2020-06-25 23:35:01.169935,Shelton Graves,7-3-0,6-2,255,76,Southpaw,Oct 23 1985,2.19,69%,0.81,33%,4.86,57%,0%,0.0,
2020-06-25 23:35:01.410507,James Gray,4-1-0,5-9,135,,Orthodox,Oct 25 1987,2.61,50%,18.26,44%,0.00,0%,0%,0.0,
2020-06-25 23:35:01.752772,Kevin Gray,9-4-0,5-4,125,67,Orthodox,May 03 1985,3.45,62%,4.48,66%,0.00,0%,0%,0.0,
2020-06-25 23:35:02.041880,Sam Greco,3-1-1,6-2,205,,Orthodox,May 03 1967,2.40,75%,1.33,53%,0.00,0%,25%,1.0,
2020-06-25 23:35:02.300056,Bobby Green,25-10-1,5-10,155,71,Orthodox,Sep 09 1986,5.01,49%,3.52,63%,1.19,31%,74%,0.4,
2020-06-25 23:35:02.672127,Desmond Green,23-8-0,5-10,155,73,Southpaw,Oct 11 1989,3.70,46%,2.51,69%,1.62,50%,75%,0.0,
2020-06-25 23:35:02.930414,Gabe Green,9-3-0,5-10,170,73,Switch,May 02 1993,8.47,46%,11.67,49%,0.00,0%,0%,0.0,
2020-06-25 23:35:03.207271,Maurice Greene,8-5-0,6-7,258,80,Orthodox,Jul 05 1986,4.19,44%,3.43,54%,0.00,0%,33%,0.5,
2020-06-25 23:35:03.472275,Matt Grice,15-5-0,5-8,145,70,Orthodox,Jul 29 1981,4.09,53%,2.69,56%,2.19,37%,82%,0.5,
2020-06-25 23:35:03.799211,Forrest Griffin,19-7-0,6-3,205,77,Orthodox,Mar 16 1979,4.38,36%,2.81,61%,1.05,48%,57%,0.7,
2020-06-25 23:35:04.143454,Tyson Griffin,16-8-0,5-6,145,68,Orthodox,Apr 20 1984,3.71,41%,2.30,65%,1.87,46%,59%,0.9,
2020-06-25 23:35:04.527478,Max Griffin,15-8-0,5-11,170,76,Orthodox,Nov 29 1985,3.87,49%,3.93,55%,1.90,55%,66%,0.5,
2020-06-25 23:35:04.647356,Jordan Griffin,18-7-0,5-10,145,73,Southpaw,Feb 28 1990,2.87,48%,2.91,48%,0.35,20%,35%,2.5,
2020-06-25 23:35:04.989664,Chad Griggs,11-3-0,6-1,205,73,Orthodox,May 15 1978,2.67,50%,2.22,46%,1.51,66%,41%,0.0,
2020-06-25 23:35:05.292326,Chuck Grigsby,23-10-0,6-6,205,,Orthodox,,0.71,16%,3.29,46%,0.00,0%,66%,0.0,
2020-06-25 23:35:05.587989,Rodrigo Gripp de Sousa,7-9-0,5-11,205,,Orthodox,,0.48,23%,4.81,52%,0.00,0%,0%,9.6,
2020-06-25 23:35:05.875364,Josh Grispi,14-5-0,5-11,145,74,Orthodox,Oct 14 1988,1.44,41%,3.71,50%,1.97,36%,16%,2.2,
2020-06-25 23:35:06.198173,Garrett Gross,11-7-0,5-9,155,,Orthodox,Aug 08 1988,2.39,45%,1.67,46%,0.00,0%,52%,0.0,
2020-06-25 23:35:06.414785,Kendall Grove,23-17-0 (1 NC),6-6,185,79,Orthodox,Nov 12 1982,2.31,41%,2.40,54%,0.49,45%,56%,1.7,
2020-06-25 23:35:06.752051,Neil Grove,12-8-1,6-6,265,,Orthodox,Jan 18 1971,0.00,0%,0.00,0%,0.00,0%,100%,14.3,
2020-06-25 23:35:06.992058,Chris Gruetzemacher,14-3-0,5-8,155,68,Orthodox,Jun 16 1986,7.12,58%,5.09,56%,0.00,0%,62%,0.0,
2020-06-25 23:35:07.281757,Vik Grujic,6-6-0,5-11,170,73,Orthodox,Feb 06 1977,2.24,48%,3.39,41%,1.18,33%,26%,0.4,
2020-06-25 23:35:07.549119,Mike Grundy,12-1-0,5-7,145,72,Orthodox,Jan 03 1987,3.40,58%,2.27,76%,1.55,33%,100%,0.0,
2020-06-25 23:35:07.803907,Wang Guan,20-1-1,5-9,145,71,Orthodox,Mar 14 1986,4.73,43%,3.27,60%,0.00,0%,0%,0.0,
2020-06-25 23:35:08.074602,Nandor Guelmino,11-5-1,6-3,230,,,Dec 20 1975,3.62,56%,3.16,33%,0.00,0%,42%,0.0,
2020-06-25 23:35:08.368375,Fabricio Guerreiro,21-5-0 (1 NC),5-10,145,,,Jul 24 1990,1.87,31%,2.20,67%,2.00,50%,0%,0.0,
2020-06-25 23:35:08.592049,Shannon Gugerty,15-7-0,5-10,155,71,Orthodox,Dec 30 1981,1.25,39%,1.88,58%,2.13,27%,50%,3.4,
2020-06-25 23:35:08.877560,Clay Guida,35-17-0,5-7,155,70,Orthodox,Dec 08 1981,2.41,33%,2.52,64%,3.37,38%,68%,0.7,
2020-06-25 23:35:09.367289,Jason Guida,19-28-0 (2 NC),5-10,214,,,Aug 04 1977,1.87,40%,3.33,52%,1.00,14%,50%,1.0,
2020-06-25 23:35:09.615869,Melvin Guillard,32-18-2 (3 NC),5-9,155,71,Orthodox,Mar 30 1983,2.96,40%,1.85,66%,1.30,63%,61%,0.2,
2020-06-25 23:35:10.009607,Chris Guillen,13-16-0,6-0,240,,Orthodox,Dec 09 1972,0.82,27%,1.91,36%,0.00,0%,0%,0.0,
2020-06-25 23:35:10.241813,Marcelo Guimaraes,9-2-1,6-0,185,73,Orthodox,Jun 25 1983,4.67,51%,4.41,62%,1.99,13%,0%,0.0,
2020-06-25 23:35:10.500762,Leonardo Guimaraes,11-5-0 (1 NC),6-0,185,,Orthodox,Apr 15 1982,2.35,56%,2.99,44%,0.00,0%,52%,1.0,
2020-06-25 23:35:10.789996,Brad Gumm,10-6-1 (1 NC),5-11,170,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:35:11.045103,John Gunderson,35-16-2,5-9,155,69,Orthodox,Jan 05 1979,1.04,27%,1.71,58%,1.67,33%,11%,2.0,
